Número	Foto	A levar	Check-in	Nome	Descrição	Objetivo	Como Funciona?	Conceitos Chave	QR-code IG	Link IG	QR-code Fotos	Link Fotos	QR-code Youtube	Link Youtube	Situação	Observação	Tipo	Setor	Percurso	Acessórios	Eventos C	Eventos	Dimensões (L x C x A)	Peso (Kg)	Valor Aproximado  (R$)	Local
P155		FALSE	TRUE	Geoespaço - Réplica	Estrutura cúbica de madeira com pinos dispostos em malha nas bases. Fios ou elásticos podem ser presos aos pinos, permitindo a construção de figuras geométricas no espaço	Explorar conceitos de geometria espacial de forma prática, visual e manipulativa	O visitante prende fios entre os pinos para representar vértices, arestas e faces de poliedros e outras formas espaciais	Geometria espacial, poliedros, prismas, pirâmides, diagonais, seções planas, volume e simetria		https://drive.google.com/file/d/1hkKMYTQ1AFD9GRIYA6QzfmCyAc7RKJYz/view?usp=sharing		https://photos.app.goo.gl/yBKGi6hBZTnFsccY7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDWL12_54yyAsosvsgdqPAC	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	A030	xxxx	xxxx	40 cm x 40 cm x 67 cm	5,50000	R$ 300,00	LDM
P156		FALSE	TRUE	Geoplano - Réplica	Materiais Lúdicos	Desenvolver habilidades de raciocínio geométrico, espacial e algébrico por meio da manipulação de figuras	O visitante prende elásticos nos pinos para criar polígonos, figuras simétricas, calcular perímetros e áreas, representar frações e até funções matemáticas	Geometria plana, perímetro, área, frações, simetrias, Teorema de Pitágoras, funções, combinatória		https://drive.google.com/file/d/1vFovvb86CRooxcc-_v1CQUNhfDxoG1qQ/view?usp=sharing		https://photos.app.goo.gl/SVGHY6h2unPbVP5E8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDQ0I8wSLy9AH2w0UVaBurF	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	A031	xxxx	xxxx	50 cm x 60 cm x 5 cm	3,90000	R$200,00	LDM
P157		FALSE	TRUE	Torre de Hanói - Réplica	Base em madeira caxeta com formato triangular, três pinos e 7 a 8 discos triangulares de diferentes tamanhos	Testar a capacidade de raciocínio lógico, planejamento e estratégia	O visitante deve transferir todos os discos de uma haste para outra, movendo apenas um disco por vez e nunca colocando um disco maior sobre um menor	Progressão geométrica, potenciação, raciocínio lógico, recursividade, planejamento estratégico		https://drive.google.com/file/d/1Uijf6QFPJEc4QxF1RicXkGTQ5VMNyK-1/view?usp=sharing		https://photos.app.goo.gl/nKaTn6jKKM8pAKyE7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBu3HtqpU3q4Hn22zD1EvEl	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	40 cm x 36 cm x 15 cm	0,20000	R$ 150,00	MUDI
P158		FALSE	TRUE	Cubo Soma de Piet Hein - Réplica	Conjunto de 8 peças em madeira tipo caxeta	Testar a capacidade de raciocínio	É um quebra-cabeça tridimensional com sete peças formadas pela junção de 3 ou 4 cubos unitários. O desafio é montar um cubo de dimensões 3 × 3 × 3 com todas as peças	Raciocínio espacial, múltiplas soluções, decomposição e recomposição tridimensional		https://drive.google.com/file/d/1uUPnnBN7LWDLBdcpYRjM1fTV9gYFiaah/view?usp=sharing		https://photos.app.goo.gl/muyziw7B1vbXHWWq5		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAKWNgaczK4oJxM5yNVLqp3	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	34 cm x 34 cm x 28 cm	5,10000	R$250,00	LDM
P159		FALSE	TRUE	Jogo da Velha 3D (Acrílico) - Réplica	Estrutura formada por três placas de acrílico interligadas com hastes em madeira de caxeta, acompanhada de 15 peças pretas e 15 peças laranjas em madeira	estar a capacidade de raciocínio lógico e espacial em três dimensões	Dois jogadores colocam suas peças alternadamente nas casas do tabuleiro 3D. O objetivo é formar trincas (sequências de 3 peças alinhadas) em qualquer direção, considerando os diferentes planos e níveis	Raciocínio lógico, estratégias, combinatória, raciocínio espacial, planos tridimensionais		https://drive.google.com/file/d/1yiARh3lw6wAHzEIsjMOAi1PL0C226mcn/view?usp=sharing		https://photos.app.goo.gl/77836WSVBrGPvp3w7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tD0hjce5Sjl4GIHTUnzlJ1P	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	39 cm x 39 cm x 48 cm	6,00000	R$ 350,00	MUDI
P160		FALSE	TRUE	Jogo da Velha 3D (Cubo) - Réplica	Peça constituída por uma base em madeira com 9 pinos, 15 cilindros azuis em madeira e 15 x’s vermelhos em madeira	Testar a capacidade de raciocínio lógico e espacial em três dimensões	Dois jogadores colocam suas peças alternadamente nas casas do tabuleiro 3D. O objetivo é formar trincas (sequências de 3 peças alinhadas) em qualquer direção, considerando os diferentes planos e níveis	Raciocínio lógico, estratégias, combinatória, raciocínio espacial, planos tridimensionais		https://drive.google.com/file/d/1sQxF2lBEfstBHnvhiapfpl2fiiIpbMmi/view?usp=sharing		https://photos.app.goo.gl/9RbfTSYGnHSdjB4A9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tA3G_SqTw-FXQAXjxQnabru	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	45 cm x 45 cm x 30 cm	7,50000	R$350,00	MUDI
P161		FALSE	TRUE	Jogo da Velha Chinês - Réplica	Estrutura em MDF composta por duas placas, uma base em madeira de caxeta e 48 fichas em MDF coloridas	Testar a capacidade de raciocínio lógico e estratégico	Dois jogadores inserem suas fichas alternadamente nas colunas do tabuleiro. O objetivo é formar alinhamentos de quatro peças da mesma cor na horizontal, vertical ou diagonal. O vencedor é quem fizer mais sequências ao longo da partida	Estratégia, raciocínio lógico, combinatória, pensamento antecipatório, jogos matemáticos		https://drive.google.com/file/d/1mOiwfRVcZPeD_p4pxY9nuHEmUyQpqgLM/view?usp=sharing		https://photos.app.goo.gl/sPzHb7fowrstzCzC8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCl-0Wh4ePUV535FVBCc-6m	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	19 cm x 60 cm x 63 cm	4,30000	R$ 350,00	MUDI
P162		FALSE	TRUE	Monte um Quadrado - Réplica	Base em laminado de caixeta com 6 peças	Testar a capacidade de raciocínio e explorar propriedades geométricas ligadas ao Teorema de Pitágoras e à equidecomponibilidade	É um tipo de tangram. O objetivo é montar um quadrado com 5 peças e, em seguida, montar novamente com 4 peças, eliminando o quadrado em uma das montagens. Esse processo evidencia a ideia de equidecomponibilidade: diferentes decomposições que mantêm a mesma área	Tangram, Teorema de Pitágoras, equidecomponibilidade, equivalência de áreas, raciocínio espacial, múltiplas soluções		https://drive.google.com/file/d/1mw1bG0ZqC26cAA_XApaiPF0vzj_p0fwJ/view?usp=sharing		https://photos.app.goo.gl/DPA6JiT2LJHqfetRA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDIJtGzRncychLLUQ3X37f_	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	50 cm x 75 cm x 5 cm	2,80000	R$200,00	MUDI
P163		FALSE	TRUE	Stomachion - Réplica	Base em laminado tipo caixeta com 14 peças (quadriláteros e triângulos). Réplica do quebra-cabeça de Arquimedes	Testar a capacidade de raciocínio lógico e espacial, estimulando o pensamento combinatório	O Stomachion é formado por um quadrado 12×12 dividido em 14 peças poligonais. O desafio é rearranjar as peças para formar novamente o quadrado ou criar outras figuras geométricas	Combinatória, geometria, poliminós, raciocínio espacial, história da matemática		https://drive.google.com/file/d/1iYSlmFob9hxacihGhj60FsaOHsU-JuP9/view?usp=sharing		https://photos.app.goo.gl/jdiwwTA6GFVovDMR7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tC4h9usIR4EHk-PCWJj57Qy	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	53 cm x 54 cm x 8 cm	4,70000	R$ 250,00	LDM
P164		FALSE	TRUE	Pentaminós - Réplica	Conjunto em madeira caixeta com 12 peças de pentaminós	Testar a capacidade de raciocínio lógico e visualização espacial	Organizando as 12 peças para formar retângulos (3×20, 4×15, 5×12, 6×10) ou um quadrado 8×8 com quatro casas vazias	Poliminós, pentaminós, combinatória, equidecomponibilidade, visualização espacial		https://drive.google.com/file/d/1jZcF-RCeoauzKrUhUMcXct9ZDR6qXYlS/view?usp=sharing		https://photos.app.goo.gl/CaxBYSAqFvoNjLvBA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAXWWB7Yh-a6DyQYiwa91hm	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	45 cm x 60 cm x 8 cm	5,10000	R$250,00	LDM
P165		FALSE	TRUE	Teorema de Pitágoras II (Quadrado) - Réplica	Base de laminado em caxeta com 8 jogos de quebra-cabeças coloridos	Observar que a área do quadrado maior é a soma das áreas dos dois quadrados menores, verificando o Teorema de Pitágoras	O visitante monta o quadrado maior com as peças escolhidas e, em seguida, reorganiza as mesmas peças para preencher os dois quadrados menores. Assim percebe que as áreas são equivalentes	Teorema de Pitágoras, áreas equivalentes, equidecomponibilidade, raciocínio espacial, demonstrações visuais		https://drive.google.com/file/d/12BnguDowWSI_KlUXx9hJJAFmqLMkrGK9/view?usp=sharing		https://photos.app.goo.gl/eExzRctztL6LiVRS6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tByKp4F6O3Ie1GB80mcqOMU	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 70 cm x 7 cm	7,90000	R$ 350,00	MUDI
P166		FALSE	TRUE	Teorema de Pitágoras III (Hexágono) - Réplica	Base de laminado em caxeta com 4 jogos de quebra-cabeças coloridos	Observar que a área do hexágono maior é igual à soma das áreas dos dois hexágonos menores, verificando o Teorema de Pitágoras	O visitante escolhe um dos conjuntos de peças, monta o hexágono maior e depois reorganiza as mesmas peças para preencher dois hexágonos menores, concluindo que as áreas são equivalentes	Teorema de Pitágoras, áreas equivalentes, equidecomponibilidade, raciocínio espacial, demonstrações visuais		https://drive.google.com/file/d/1_YON61Q0c7-oqcPvnp-Tz_Spc-zuizdE/view?usp=sharing		https://photos.app.goo.gl/nHJxNgQqgSCJXqSE9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tByKp4F6O3Ie1GB80mcqOMU	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 70 cm x 7 cm	7,90000	R$350,00	MUDI
P167		FALSE	TRUE	Jogo da Velha Geométrico						https://drive.google.com/file/d/1rB32tx2mlWYv76rAjrSiunpuSILp30ns/view?usp=sharing		https://photos.app.goo.gl/gjAs6L8RTavAgfUMA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBplAuQbbHUaqbZzaO3mPS3	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	46 cm x 80 cm x 110 cm	25,00000	R$ 250,00	LDM
P168		FALSE	TRUE	Torre de Hanói - Réplica 2	Base em madeira caxeta com formato triangular, três pinos e 7 a 8 discos triangulares de diferentes tamanhos	Testar a capacidade de raciocínio lógico, planejamento e estratégia	O visitante deve transferir todos os discos de uma haste para outra, movendo apenas um disco por vez e nunca colocando um disco maior sobre um menor	Progressão geométrica, potenciação, raciocínio lógico, recursividade, planejamento estratégico		https://drive.google.com/file/d/1n5h5jTWDiZcbvg4FH7pQce3Lf-UGMc3Q/view?usp=sharing		https://photos.app.goo.gl/J84AHU5dFTBTzUec8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBu3HtqpU3q4Hn22zD1EvEl	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	40 cm x 36 cm x 15 cm	0,20000	R$150,00	LDM
P169		FALSE	TRUE	Puzzle 15 - Réplica	Base em madeira tipo caixeta com peças quadrangulares numeradas de 1 a 15 em MDF	Desenvolver o raciocínio lógico e introduzir a ideia de permutação par e ímpar	No quebra-cabeça de blocos deslizantes, as peças se movem apenas na vertical ou horizontal, não podem ser giradas e devem permanecer em contato com a base. O objetivo é ordenar novamente a sequência numérica	Permutação par/ímpar, jogos matemáticos, lógica, combinatória, puzzles deslizantes		https://drive.google.com/file/d/1rs8IVBLWCjuG8UIR4crf5_yfWjNKd9rg/view?usp=sharing		https://photos.app.goo.gl/3i3xYE9jeZGf7UfU9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDL2bQMKJh9eEXyCw0i0Fkk	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	34 cm x 34 cm x 8 cm		R$ 150,00	MUDI
P170		FALSE	TRUE	Hipercubo	Estrutura em ferro (4,2 mm) representando um cubo contendo internamente outro cubo, unidos por vértices correspondentes, configurando a projeção tridimensional de um hipercubo	Refletir sobre a quarta dimensão através da analogia visual e geométrica do hipercubo	Observando a projeção geométrica e relacionando com o gráfico explicativo da evolução das dimensões (0D a 4D)	Quarta dimensão, geometria multidimensional, projeção, politopos, analogia		https://drive.google.com/file/d/1M9uEHszAg0FyHZQTHmPLTmuQWlYpNaEX/view?usp=sharing		https://photos.app.goo.gl/PCeaHdC1Va8iY6bq9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBckaFYpYGYMgsN1ydDmvQ7	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 50 cm x 50 cm	0,20000	R$200,00	MUDI
P171		FALSE	TRUE	Blocos Deslizantes I (Réplica)	Peça constituída por uma base e cinco peças de encaixes produzidos em madeira caxeta	Testar a capacidade de raciocínio	Num quebra-cabeças com Blocos Deslizantes I, as peças poderão ser movimentadas respeitando as seguintes condições: 1. Os movimentos poderão ser somente nas direções vertical e horizontal; 2. As peças não poderão ser giradas; 3. As peças deverão permanecer em contato com a base. O objetivo é colocar uma das peças da base, movimentando as outras peças até que, eventualmente, ela atinja uma determinada posição	Geometria, jogos do tipo "escape"		https://drive.google.com/file/d/15PlfX3xg9-sg2vA0BGHiafoJYNKQjpij/view?usp=sharing		https://photos.app.goo.gl/ZQqYxXVc2bSCUQy56		https://www.youtube.com/playlist?list=PLHiOaPPoa2tC5LwewyXWEIUXpxul_HHTt	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	21 cm x 29 cm x 7 cm	0,20000	R$ 150,00	LDM
P172		FALSE	TRUE	Números Mágicos	Peça em MDF com leds, interruptores e uso de energia elétrica	Apresentar a representação binária dos números de 0 a 31 (ou até 127, conforme versão) através de um mecanismo de adivinhação	O visitante pensa em um número entre 1 e 127, identifica as colunas em que o número aparece e acende os interruptores correspondentes. O número pensado é a soma dos valores indicados no topo das colunas acesas	Sistema binário, soma de potências de dois, álgebra booleana, representação numérica, lógica matemática		https://drive.google.com/file/d/1nq0Zm8SFrtiX-jYbyMFgXEe5RbxVpT3T/view?usp=sharing		https://photos.app.goo.gl/SDoKGCRYcH6cPxDy9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAN4J4lqPOSxD8sTSaEicfx	5	xxxx	Peça	Números	Números	xxxx	E306	E306	10 cm x 30 cm x 20 cm	0,20000	R$60,00	LDM
P173		FALSE	TRUE	Blocos Deslizantes I (Réplica 2)	Peça constituída por uma base e cinco peças de encaixes produzidos em madeira caxeta	Testar a capacidade de raciocínio	Num quebra-cabeças com Blocos Deslizantes I, as peças poderão ser movimentadas respeitando as seguintes condições: 1. Os movimentos poderão ser somente nas direções vertical e horizontal; 2. As peças não poderão ser giradas; 3. As peças deverão permanecer em contato com a base. O objetivo é colocar uma das peças da base, movimentando as outras peças até que, eventualmente, ela atinja uma determinada posição	Geometria, jogos do tipo "escape"		https://drive.google.com/file/d/10f9mzdKs97RmNCZadhpwR1rs0my5BMs4/view?usp=sharing		https://photos.app.goo.gl/FMFzLMJTsaofk44T8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBPHguxzDMdoXIqIhT4qrh4	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	21 cm x 29 cm x 7 cm	0,20000	R$ 150,00	MUDI
P174		FALSE	TRUE	Desafio das Bolinhas Coloridas	Este é um desafio formado por um tabuleiro de 5 por 6 casas e um conjunto de 20 bolinhas coloridas, sendo 5 de cada uma das 4 cores disponíveis	Distribuir as bolinhas no tabuleiro de forma que cada coluna contenha exatamente 5 bolinhas de mesma cor, propondo um desafio de raciocínio lógico com uma abordagem visual e tátil	São 20 bolinhas, 4 cores e 1 tabuleiro de 5 colunas. Reorganize um dos modelos abaixo, tal que: begin itemize item 4 colunas contenha 5 bolinhas da mesma cor item Possa mover apenas a bola do topo item A bola poderá colocada somente sobre outra da mesma cor. item Cada coluna comporta até seis bolinhas. end itemize	Raciocíno lógico		https://drive.google.com/file/d/1PRLD_7Lo5Ohbo0i99RzhdMDYfFzWRA-M/view?usp=sharing		https://photos.app.goo.gl/JN5xDZRnRQEWqcAR8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCQzn992W2VuXdYOyyU9LCm	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	40 cm x 50 cm x 20 cm	3,00000	R$150,00	MUDI
P175		FALSE	TRUE	Cubo Soma de Piet Hein - Réplica 2	Conjunto de 8 peças em madeira tipo caxeta	Testar a capacidade de raciocínio	É um quebra-cabeça tridimensional com sete peças formadas pela junção de 3 ou 4 cubos unitários. O desafio é montar um cubo de dimensões 3 × 3 × 3 com todas as peças	Raciocínio espacial, múltiplas soluções, decomposição e recomposição tridimensional		https://drive.google.com/file/d/18c6rGMWxOYaCCldoKZQBvCSiwnCOwwBr/view?usp=sharing		https://photos.app.goo.gl/ub68mYagzARRiTieA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAKWNgaczK4oJxM5yNVLqp3	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	34 cm x 34 cm x 28 cm	5,10000	R$ 250,00	MUDI
P176		FALSE	TRUE	Geometria Hiperbólica dos Corais	Um conjunto de itens feitos em crochê, inspiradas nas formas naturais dos corais. A	Destacar como a matemática pode ser encontrada nas formas naturais e como ela pode ser usada como uma ferramenta educativa para conectar ciência, arte e biologia	As superfícies hiperbólicas são criadas por meio de crochê, utilizando padrões específicos que replicam a geometria dos corais. Isso permite que os visitantes entendam visualmente os conceitos matemáticos e biológicos envolvidos. Essa técnica também é usada para conscientizar sobre a importância dos corais e sua conservação	Geometria Hiperbólica, Corais, Crochê Hiperbólico, Simetria e Padrões, Conservação Ambiental, Interdisciplinaridade		https://drive.google.com/file/d/1L_QDE-DtAzo6iQD8yunipviX3TwMQuQm/view?usp=sharing		https://photos.app.goo.gl/owdZifjfFi6r9R818		https://www.youtube.com/playlist?list=PLHiOaPPoa2tD0MsJ3vI5BlAzavofa_Lm4	5	xxxx	Peça	Geometria das Curvas e Superfícies	Singularidades	xxxx	xxxx	xxxx	100 cm x 80 cm x 20 cm	5,00000	R$200,00	MUDI
P177		FALSE	TRUE	Pêndulo Duplo	Estrutura em metal colorido com dois braços articulados fixados em um ponto de apoio. O braço maior sustenta o braço menor na extremidade	Demonstrar o comportamento caótico de sistemas dinâmicos simples	O visitante desloca o pêndulo e o solta, observando os movimentos irregulares e imprevisíveis que surgem da interação dos dois braços	Sistemas dinâmicos, caos, sensibilidade às condições iniciais, movimento não linear		https://drive.google.com/file/d/1VdWZc0tACb_yw1x9zX6s8DRfkiEW6VZm/view?usp=sharing		https://photos.app.goo.gl/QzCvB5k3UZKDuYR1A		https://www.youtube.com/playlist?list=PLHiOaPPoa2tA_uggJEuGfs7jWaxdqP-g1	4	xxxx	Peça	Geometria das Curvas e Superfícies	Curvas Transcendentes	xxxx	E306	E306	20 cm x 50 cm x 10 cm	3,00000	R$ 300,00	LDM
P178		FALSE	TRUE	Pirâmide com Bolinhas II	3 peças com 20 bolas cada em madeira pinus e base triângular de madeira tipo caixeta	Testar a capacidade de raciocínio	Os blocos são compostos por junções fixas de esferas: 20 esferas soltas (1 unidade), 10 duplas, 5 trincas lineares, 3 trincas triangulares (2 tipos), 5 blocos com 4 esferas lineares (2 tipos), 6 blocos com 4 esferas (5 tipos) e 2 blocos com 6 esferas. A tarefa é usar esses blocos para montar uma pirâmide com: Base triangular de 3 esferas de lado, totalizando 20 esferas por pirâmide	Esferas, quebra-cabeça, pirâmide tetraédrica, empacotamento		https://drive.google.com/file/d/1rFkb8nRmAhfYwpekcTjc2___1Rnnnw7j/view?usp=sharing		https://photos.app.goo.gl/eXL3R6oyEM2hasVx8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCXYs6wbrMtDjO00_2UnhhC	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	30 cm x 30 cm x 10 cm	10,00000	R$250,00	LDM
P179		FALSE	TRUE	Pirâmide com Bolinhas III	3 peças com 20 bolas cada em madeira pinus e base triângular de madeira tipo caixeta	Testar a capacidade de raciocínio	Os blocos são compostos por junções fixas de esferas: 20 esferas soltas (1 unidade), 10 duplas, 5 trincas lineares, 3 trincas triangulares (2 tipos), 5 blocos com 4 esferas lineares (2 tipos), 6 blocos com 4 esferas (5 tipos) e 2 blocos com 6 esferas. A tarefa é usar esses blocos para montar uma pirâmide com: Base triangular de 3 esferas de lado, totalizando 20 esferas por pirâmide	Esferas, quebra-cabeça, pirâmide tetraédrica, empacotamento		https://drive.google.com/file/d/1coDR8F7wfUPbwd-WryJCEjeYcWXU3fBx/view?usp=sharing		https://photos.app.goo.gl/EPhJinbkoZb6yywV8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCXYs6wbrMtDjO00_2UnhhC	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	30 cm x 30 cm x 10 cm	10,00000	R$ 250,00	LDM
P180		FALSE	TRUE	Olhos do Dragão	Escultura tridimensional em forma de cabeça de dragão, que usa superfícies côncavas e efeitos de iluminação para gerar a ilusão de que a cabeça ou os olhos acompanham o observador.	Mostrar como a geometria das superfícies e a percepção visual interagem para criar ilusões visuais — incentivando a descoberta de que o que vemos pode não corresponder ao que há.	A peça está projetada com uma superfície que engana o cérebro humano ao perceber profundidade e forma; o visitante muda de posição e percebe o “movimento” da cabeça/olhos do dragão devido a nossa tendência perceptiva de interpretar rostos como convexos e seguir o olhar.	Ilusão óptica, máscara oca, geometria de superfícies, côncavo/convexo, profundidade perceptiva, percepção visual, arte matemática.		https://drive.google.com/file/d/1XycMtjSaHDJ_E6twYy7JzbCQg1tUzDCD/view?usp=sharing		https://photos.app.goo.gl/PtNndR1qnF4GEysv9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDbMTXGvE1jHCDdfFJj3kRf	1	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	80 cm x 100 cm x 150 cm	5,00000	R$150,00	LDM
P181		FALSE	TRUE	Garrafa de Klein	Objeto em impressão 3D (plástico vermelho vazado), representando uma superfície não orientável	Explorar propriedades da topologia e superfícies que não possuem interior ou exterior	A peça é observada e manipulada para se perceber que sua superfície é única e contínua, sem distinção entre dentro e fora	Topologia, superfície não orientável, continuidade, geometria moderna, relação com a fita de Möbius		https://drive.google.com/file/d/1Mf8UaFiuZKRZSKAUwg0dPa88mQcJsHmL/view?usp=sharing		https://photos.app.goo.gl/R3W4KRanANVgX63q8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCGCUjsCi3qTazXIRO7tj6f		xxxx	Peça	Geometria das Curvas e Superfícies	Singularidades	xxxx	E306	E306	12 cm x 12 cm x 28 cm	2,30000	R$ 100,00	LDM
P182		FALSE	TRUE	Puzzle 15	Base em filamento impresso em 3D com peças quadrangulares numeradas de 1 a 15	Desenvolver o raciocínio lógico e introduzir a ideia de permutação par e ímpar	No quebra-cabeça de blocos deslizantes, as peças se movem apenas na vertical ou horizontal, não podem ser giradas e devem permanecer em contato com a base. O objetivo é ordenar novamente a sequência numérica	Permutação par/ímpar, jogos matemáticos, lógica, combinatória, puzzles deslizantes		https://drive.google.com/file/d/1Yj-ifZ7wgbHG37qSs23nCeIBCbAwvznd/view?usp=sharing		https://photos.app.goo.gl/pXtTBvmYwngakdB68		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDL2bQMKJh9eEXyCw0i0Fkk	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	34 cm x 34 cm x 8 cm	2,30000	R$150,00	LDM
P183		FALSE	TRUE	Cubo Mágico de Rubik	Cubo de 3×3×3 com 6 faces coloridas	Resolver o cubo restaurando cada face para uma única cor	Girando suas camadas, o jogador embaralha e depois resolve com sequências de movimentos lógicos (algoritmos)	Permutação, grupos matemáticos, raciocínio lógico, visualização espacial, algoritmos		https://drive.google.com/file/d/153eiKpufOfxwMIWs5DzRbjJxmZ5GjiSE/view?usp=sharing		https://photos.app.goo.gl/1FdgPwYvdj1puTVN9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAoIV-XQK1lTBX_SjMQDGjU		xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	5,7 cm x 5,7 cm x 5,7 cm	0,50000	R$ 20,00	LDM
P184		FALSE	TRUE	Tetraedro Mágico - Pyraminx	Quebra-cabeça em forma de tetraedro com faces triangulares coloridas	Resolver a pirâmide de modo que cada face tenha apenas uma cor	Rotacionando as camadas triangulares em torno dos vértices do tetraedro	Simetria, rotação de sólidos, combinatória, raciocínio lógico		https://drive.google.com/file/d/1wU4Q7GGBupCETsRxfmRV5g6fL9DdGgT5/view?usp=sharing		https://photos.app.goo.gl/iZR1Wo4eKESM2NcJ6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBmepXrH8hm7p0pa1t2vi1q		xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	10 cm x 10 cm x 10 cm			LDM
P185		FALSE	TRUE	Dodecaedro Mágico - Megaminx	Quebra-cabeça em forma de dodecaedro com 12 faces pentagonais coloridas	Resolver de modo que cada face fique com apenas uma cor	Girando as camadas em torno dos centros das faces pentagonais, como no cubo mas com mais complexidade	Dodecaedro, combinatória, simetria, grupos matemáticos, raciocínio lógico		https://drive.google.com/file/d/1K9_m47WJIKi5XW4qs-Ad-kt5NCMMcpX5/view?usp=sharing		https://photos.app.goo.gl/kzg7u6zUU4KHKUe78		https://www.youtube.com/playlist?list=PLHiOaPPoa2tA0ALiWwZzXEVRwI6HmafGp		xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	E306	E306	 cm x  cm x  cm			LDM
P186		FALSE	TRUE	Pitágoras 1	xxx	xxx	xxxxx	xxxxx		https://drive.google.com/file/d/1f69VVN6D8vfRLjG3VJjygCnF28nK8fhz/view?usp=sharing		https://photos.app.goo.gl/YXZpCrqq8dPjptJQ6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCl3q2CaOHav9ry41nmIZ_L		xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	E306	E306	40 cm x 60 cm x 5 cm			LDM
